"Name","Area (ABD) (�m�)","Area (Filled) (�m�)","Aspect Ratio","Average Blue","Average Green","Average Red","Biovolume (Cylinder) (�m�)","Biovolume (P. Spheroid) (�m�)","Biovolume (Sphere) (�m�)","Calibration Factor","Calibration Image","Capture ID","Capture X (px)","Capture Y (px)","Ch1 Area","Ch1 Peak","Ch1 Width","Ch2 Area","Ch2 Peak","Ch2 Width","Ch2/Ch1 Ratio","Circle Fit","Circularity","Circularity (Hu)","Compactness","Convex Perimeter (�m)","Convexity","Date","Diameter (ABD) (�m)","Diameter (ESD) (�m)","Diameter (FD) (�m)","Edge Gradient","Elapsed Time (s)","Elongation","Feret Angle Max (�)","Feret Angle Min (�)","Fiber Curl","Fiber Straightness","Filter Score","Geodesic Aspect Ratio","Geodesic Length (�m)","Geodesic Thickness (�m)","Group ID","Image Height (px)","Image Width (px)","Intensity","Length (�m)","Particles Per Chain","Perimeter (�m)","Ratio Blue/Green","Ratio Red/Blue","Ratio Red/Green","Roughness","Sigma Intensity","Source Image","Sphere Complement (�m�)","Sphere Count","Sphere Unknown (�m�)","Sphere Volume (�m�)","Sqrt Circularity","Sum Intensity","Symmetry","Time","Timestamp","Transparency","UUID","Volume (ABD) (�m�)","Volume (ESD) (�m�)","Width (�m)"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2424.41","2424.41","0.99","0.00","0.00","0.00","110953.96","89710.79","89799.36","1.83","50.00","50.00","734.00","1326.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.93","1.00","1.08","190.92","1.00","2024-10-30 11:34:23","55.56","56.88","55.56","181.53","13.28","1.00","-55.00","0.00","0.00","1.14","0.00","1.00","52.08","52.08","50","45.00","45.00","36.88","59.53","1.00","208.33","0.00","0.00","0.00","1.09","38.70","51857","0.00","0.00","0.00","0.00","0.96","35151.00","0.94","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462B3A896D411EF937150EBF6EE7050","89799.36","96362.58","55.86"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2708.80","2708.80","0.73","0.00","0.00","0.00","156804.39","92098.32","106054.71","1.83","51.00","51.00","461.00","428.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.69","0.81","0.93","1.23","211.33","1.00","2024-10-30 11:34:23","58.73","63.39","58.73","239.04","13.44","1.00","-90.00","10.00","0.00","1.27","0.00","1.00","58.45","58.45","51","55.00","44.00","29.80","74.18","1.00","233.78","0.00","0.00","0.00","1.11","39.94","51858","0.00","0.00","0.00","0.00","0.90","31294.00","0.69","2024-10-30 11:34:23","2024-10-30 11:34:23","0.07","7462B5A696D411EF937150EBF6EE7050","106054.71","133394.26","52.20"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3229.39","3229.39","0.89","0.00","0.00","0.00","169726.98","131425.44","138052.43","1.83","52.00","52.00","630.00","593.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.85","0.90","0.98","1.11","220.81","1.00","2024-10-30 11:34:23","64.12","66.55","64.12","239.23","13.53","1.00","60.00","0.00","0.00","1.21","0.00","1.00","60.01","60.01","52","53.00","48.00","27.29","72.35","1.00","240.04","0.00","0.00","0.00","1.09","36.17","51859","0.00","0.00","0.00","0.00","0.95","33452.00","0.84","2024-10-30 11:34:23","2024-10-30 11:34:23","0.04","7462B7A296D411EF937150EBF6EE7050","138052.43","154314.33","61.36"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","5291.54","5291.54","0.97","0.00","0.00","0.00","339938.27","284785.36","289558.72","1.83","53.00","53.00","696.00","1169.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.88","1.00","1.14","275.00","1.00","2024-10-30 11:34:23","82.08","83.90","82.08","202.15","13.53","1.00","-75.00","5.00","0.00","1.15","0.00","1.00","75.64","75.64","53","60.00","60.00","27.88","87.00","1.00","302.57","0.00","0.00","0.00","1.10","38.39","51859","0.00","0.00","0.00","0.00","0.94","53249.00","0.91","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462B9A796D411EF937150EBF6EE7050","289558.72","309203.92","81.51"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3363.31","3363.31","0.55","0.00","0.00","0.00","160288.57","112107.02","146728.54","1.83","54.00","54.00","579.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.46","0.71","0.81","1.40","245.35","0.95","2024-10-30 11:34:23","65.44","74.18","65.44","238.03","13.69","1.86","20.00","-70.00","0.00","1.02","0.00","0.54","89.08","47.86","54","51.00","60.00","29.78","90.66","1.00","273.90","0.00","0.00","0.00","1.12","37.57","51860","0.00","0.00","0.00","0.00","0.85","37845.00","0.54","2024-10-30 11:34:23","2024-10-30 11:34:23","0.12","7462BBB096D411EF937150EBF6EE7050","146728.54","213725.13","52.20"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2738.23","2738.23","0.98","0.00","0.00","0.00","128345.82","106749.33","107787.67","1.83","55.00","55.00","347.00","1048.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.93","1.00","1.07","200.95","1.00","2024-10-30 11:34:23","59.05","60.19","59.05","167.91","13.78","1.00","25.00","0.00","0.00","1.12","0.00","1.00","54.67","54.67","55","47.00","47.00","39.20","61.36","1.00","218.69","0.00","0.00","0.00","1.09","40.88","51861","0.00","0.00","0.00","0.00","0.97","41556.00","0.96","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462BDAE96D411EF937150EBF6EE7050","107787.67","114166.12","59.53"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2744.12","2744.12","0.96","0.00","0.00","0.00","138847.76","106531.15","108135.53","1.83","56.00","56.00","831.00","1166.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.89","1.00","1.13","203.59","1.00","2024-10-30 11:34:23","59.11","61.10","59.11","146.18","13.94","1.00","-85.00","60.00","0.00","1.13","0.00","1.00","56.12","56.12","56","48.00","47.00","42.34","63.19","1.00","224.50","0.00","0.00","0.00","1.10","49.64","51862","0.00","0.00","0.00","0.00","0.94","44962.00","0.86","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462BFA396D411EF937150EBF6EE7050","108135.53","119457.12","57.70"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3012.81","3012.81","0.97","0.00","0.00","0.00","147466.28","122105.62","124400.38","1.83","58.00","58.00","360.00","383.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.93","1.00","1.08","210.43","1.00","2024-10-30 11:34:23","61.94","63.19","61.94","241.71","14.69","1.00","35.00","-75.00","0.00","1.14","0.00","1.00","57.26","57.26","57","49.00","49.00","26.97","65.02","1.00","229.05","0.00","0.00","0.00","1.09","36.44","51863","0.00","0.00","0.00","0.00","0.96","31091.00","0.93","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462C52896D411EF937150EBF6EE7050","124400.38","132113.69","61.36"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2226.30","2226.30","0.88","0.00","0.00","0.00","102206.92","73607.13","79020.58","1.83","59.00","59.00","845.00","650.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.91","0.99","1.10","184.48","1.00","2024-10-30 11:34:23","53.24","55.00","53.24","192.82","14.69","1.00","-30.00","-90.00","0.00","1.17","0.00","1.00","50.68","50.68","58","42.00","45.00","35.84","59.53","1.00","202.70","0.00","0.00","0.00","1.10","44.72","51863","0.00","0.00","0.00","0.00","0.95","31717.00","0.88","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462C72296D411EF937150EBF6EE7050","79020.58","87108.41","50.37"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","5288.49","5288.49","0.94","0.00","0.00","0.00","338442.56","280895.20","289308.52","1.83","60.00","60.00","402.00","1650.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.88","1.00","1.13","276.85","1.00","2024-10-30 11:34:23","82.06","84.10","82.06","159.99","15.69","1.00","85.00","0.00","0.00","1.18","0.00","1.00","75.53","75.53","59","62.00","58.00","31.69","88.83","1.00","302.13","0.00","0.00","0.00","1.09","36.17","51864","0.00","0.00","0.00","0.00","0.94","60499.00","0.91","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462C91B96D411EF937150EBF6EE7050","289308.52","311459.50","79.67"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3152.15","3152.15","0.98","0.00","0.00","0.00","153771.01","131737.57","133129.54","1.83","61.00","61.00","299.00","482.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.94","1.00","1.07","214.41","1.00","2024-10-30 11:34:23","63.35","64.36","63.35","249.53","15.94","1.00","5.00","0.00","0.00","1.12","0.00","1.00","58.07","58.07","60","49.00","49.00","25.81","65.02","1.00","232.27","0.00","0.00","0.00","1.08","34.82","51865","0.00","0.00","0.00","0.00","0.97","30976.00","0.96","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462CB2796D411EF937150EBF6EE7050","133129.54","139590.09","63.19"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3042.43","3042.43","0.99","0.00","0.00","0.00","151649.87","125647.33","126239.17","1.83","62.00","62.00","477.00","1460.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.92","1.00","1.09","211.93","1.00","2024-10-30 11:34:23","62.24","63.65","62.24","173.72","15.94","1.00","5.00","75.00","0.00","1.12","0.00","1.00","57.80","57.80","61","49.00","49.00","34.56","65.02","1.00","231.19","0.00","0.00","0.00","1.09","36.89","51865","0.00","0.00","0.00","0.00","0.96","40191.00","0.89","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462CD2096D411EF937150EBF6EE7050","126239.17","135006.59","61.36"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","1770.80","1770.80","0.96","0.00","0.00","0.00","71681.26","54897.29","56055.41","1.83","63.00","63.00","362.00","732.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.94","1.00","1.06","165.09","1.00","2024-10-30 11:34:23","47.48","48.74","47.48","219.29","16.11","1.00","-85.00","30.00","0.00","1.12","0.00","1.00","45.02","45.02","62","41.00","41.00","35.95","50.37","1.00","180.09","0.00","0.00","0.00","1.09","40.59","51866","0.00","0.00","0.00","0.00","0.97","26137.00","0.95","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462CF1496D411EF937150EBF6EE7050","56055.41","60628.88","46.71"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","4302.35","4302.35","0.97","0.00","0.00","0.00","239789.83","208703.04","212286.50","1.83","64.00","64.00","686.00","701.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.92","1.00","1.09","248.83","1.00","2024-10-30 11:34:23","74.01","75.50","74.01","235.91","16.19","1.00","-75.00","0.00","0.00","1.16","0.00","1.00","67.34","67.34","63","55.00","54.00","24.61","77.84","1.00","269.34","0.00","0.00","0.00","1.08","35.28","51867","0.00","0.00","0.00","0.00","0.96","38982.00","0.92","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462D10D96D411EF937150EBF6EE7050","212286.50","225364.10","72.35"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2203.07","2203.07","0.99","0.00","0.00","0.00","101259.15","77609.19","77786.91","1.83","65.00","65.00","247.00","136.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.91","1.00","1.10","183.05","1.00","2024-10-30 11:34:23","52.96","54.44","52.96","234.21","16.28","1.00","20.00","-90.00","0.00","1.14","0.00","1.00","50.52","50.52","64","43.00","44.00","31.48","57.70","1.00","202.07","0.00","0.00","0.00","1.10","39.51","51868","0.00","0.00","0.00","0.00","0.95","27606.00","0.92","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462D31696D411EF937150EBF6EE7050","77786.91","84476.20","52.20"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2983.21","2983.21","0.54","0.00","0.00","0.00","160883.11","87469.93","122571.66","1.83","66.00","66.00","569.00","43.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.49","0.77","0.83","1.30","226.34","1.00","2024-10-30 11:34:23","61.63","68.43","61.63","231.22","16.44","1.34","50.00","-30.00","0.00","1.16","0.00","0.74","71.78","53.42","65","56.00","49.00","30.34","83.34","1.00","250.40","0.00","0.00","0.00","1.11","39.61","51869","0.00","0.00","0.00","0.00","0.88","34681.00","0.85","2024-10-30 11:34:23","2024-10-30 11:34:23","0.10","7462D51796D411EF937150EBF6EE7050","122571.66","167783.74","44.87"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3015.77","3015.77","0.89","0.00","0.00","0.00","164291.45","116916.21","124583.81","1.83","67.00","67.00","263.00","1669.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.89","0.86","0.99","1.16","212.85","1.00","2024-10-30 11:34:23","61.97","64.11","61.97","146.36","17.44","1.00","-85.00","-45.00","0.00","1.19","0.00","1.00","59.36","59.36","66","52.00","48.00","39.78","70.52","1.00","237.45","0.00","0.00","0.00","1.12","39.32","51870","0.00","0.00","0.00","0.00","0.93","45909.00","0.89","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462D84C96D411EF937150EBF6EE7050","124583.81","137941.41","59.53"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3551.31","3551.31","0.98","0.00","0.00","0.00","187166.72","157432.16","159201.05","1.83","68.00","68.00","624.00","1119.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.91","1.00","1.09","227.94","1.00","2024-10-30 11:34:23","67.24","68.74","67.24","220.26","17.61","1.00","-50.00","0.00","0.00","1.17","0.00","1.00","62.00","62.00","67","52.00","50.00","29.16","72.35","1.00","247.99","0.00","0.00","0.00","1.09","35.95","51871","0.00","0.00","0.00","0.00","0.96","38906.00","0.94","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462DA4A96D411EF937150EBF6EE7050","159201.05","170039.21","65.02"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2782.41","2782.41","0.97","0.00","0.00","0.00","128345.82","108696.47","110406.77","1.83","69.00","69.00","337.00","266.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.95","1.00","1.06","202.45","1.00","2024-10-30 11:34:23","59.52","60.44","59.52","246.58","18.28","1.00","-30.00","45.00","0.00","1.16","0.00","1.00","54.67","54.67","68","47.00","47.00","27.12","63.19","1.00","218.69","0.00","0.00","0.00","1.08","36.52","51872","0.00","0.00","0.00","0.00","0.97","29158.00","0.94","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462DC5796D411EF937150EBF6EE7050","110406.77","115619.84","57.70"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3155.12","3155.12","0.97","0.00","0.00","0.00","158973.21","131060.53","133317.66","1.83","70.00","70.00","301.00","1342.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.92","1.00","1.09","215.51","1.00","2024-10-30 11:34:23","63.38","64.77","63.38","191.56","18.36","1.00","55.00","0.00","0.00","1.17","0.00","1.00","58.71","58.71","69","50.00","49.00","32.17","68.69","1.00","234.86","0.00","0.00","0.00","1.09","36.30","51873","0.00","0.00","0.00","0.00","0.96","38633.00","0.94","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462DE5196D411EF937150EBF6EE7050","133317.66","142255.23","63.19"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2927.02","2927.02","0.98","0.00","0.00","0.00","140503.50","117747.84","119124.98","1.83","71.00","71.00","565.00","483.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.93","1.00","1.07","207.78","1.00","2024-10-30 11:34:23","61.05","62.48","61.05","141.99","18.53","1.00","65.00","-45.00","0.00","1.15","0.00","1.00","56.35","56.35","70","49.00","48.00","43.30","65.02","1.00","225.39","0.00","0.00","0.00","1.08","43.35","51874","0.00","0.00","0.00","0.00","0.97","48665.00","0.91","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462E04C96D411EF937150EBF6EE7050","119124.98","127696.24","59.53"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2873.85","2873.85","0.94","0.00","0.00","0.00","164741.04","113844.70","115893.65","1.83","72.00","72.00","207.00","876.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.78","0.99","1.28","211.60","1.00","2024-10-30 11:34:23","60.49","63.44","60.49","183.68","18.53","1.16","-25.00","-90.00","0.00","1.07","0.00","0.86","65.63","56.53","71","47.00","51.00","37.15","70.52","1.00","244.33","0.00","0.00","0.00","1.15","47.05","51874","0.00","0.00","0.00","0.00","0.88","41084.00","0.87","2024-10-30 11:34:23","2024-10-30 11:34:23","0.05","7462E24996D411EF937150EBF6EE7050","115893.65","133715.69","59.53"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3697.90","3697.90","0.65","0.00","0.00","0.00","227911.07","135841.20","169159.70","1.83","73.00","73.00","397.00","174.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.62","0.78","0.90","1.28","245.21","1.00","2024-10-30 11:34:23","68.62","74.13","68.62","222.63","18.69","1.19","-70.00","40.00","0.00","1.17","0.00","0.84","74.18","62.54","72","57.00","53.00","28.30","87.00","1.00","273.45","0.00","0.00","0.00","1.12","41.27","51875","0.00","0.00","0.00","0.00","0.88","39142.00","0.68","2024-10-30 11:34:23","2024-10-30 11:34:23","0.07","7462E46096D411EF937150EBF6EE7050","169159.70","213285.67","57.70"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2523.87","2523.87","0.94","0.00","0.00","0.00","112677.11","92143.43","95381.37","1.83","74.00","74.00","623.00","1721.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.95","1.00","1.05","194.20","1.00","2024-10-30 11:34:23","56.69","58.31","56.69","202.71","18.86","1.00","15.00","-90.00","0.00","1.17","0.00","1.00","52.35","52.35","73","44.00","46.00","31.69","61.36","1.00","209.40","0.00","0.00","0.00","1.08","34.79","51876","0.00","0.00","0.00","0.00","0.97","31275.00","0.92","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462E65596D411EF937150EBF6EE7050","95381.37","103785.55","54.03"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2203.07","2203.07","0.94","0.00","0.00","0.00","116910.50","75732.39","77786.91","1.83","75.00","75.00","828.00","1003.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.89","0.82","0.99","1.22","186.30","1.00","2024-10-30 11:34:23","52.96","55.41","52.96","169.71","19.19","1.00","-80.00","20.00","0.00","1.09","0.00","1.00","53.00","53.00","74","45.00","45.00","40.74","57.70","1.00","211.99","0.00","0.00","0.00","1.14","47.56","51877","0.00","0.00","0.00","0.00","0.91","35731.00","0.84","2024-10-30 11:34:23","2024-10-30 11:34:23","0.04","7462E84D96D411EF937150EBF6EE7050","77786.91","89056.71","52.20"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","4281.22","4281.22","0.91","0.00","0.00","0.00","266734.45","200847.24","210724.71","1.83","76.00","76.00","437.00","258.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.85","0.99","1.17","251.32","1.00","2024-10-30 11:34:23","73.83","76.42","73.83","215.22","19.44","1.00","-10.00","-75.00","0.00","1.19","0.00","1.00","69.77","69.77","75","55.00","59.00","27.90","83.34","1.00","279.08","0.00","0.00","0.00","1.11","42.47","51878","0.00","0.00","0.00","0.00","0.92","43996.00","0.84","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462EA5796D411EF937150EBF6EE7050","210724.71","233664.55","70.52"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2497.52","2497.52","0.97","0.00","0.00","0.00","113396.06","92346.55","93891.48","1.83","77.00","77.00","404.00","787.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.94","1.00","1.07","192.52","1.00","2024-10-30 11:34:23","56.39","57.54","56.39","233.89","19.44","1.00","5.00","-90.00","0.00","1.13","0.00","1.00","52.46","52.46","76","45.00","46.00","30.68","59.53","1.00","209.84","0.00","0.00","0.00","1.09","37.57","51878","0.00","0.00","0.00","0.00","0.97","30002.00","0.95","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462EC5A96D411EF937150EBF6EE7050","93891.48","99763.31","55.86"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3285.90","3285.90","0.95","0.00","0.00","0.00","175281.11","138448.41","141691.74","1.83","78.00","78.00","303.00","1635.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.89","0.99","1.12","221.67","1.00","2024-10-30 11:34:23","64.68","66.85","64.68","146.63","19.44","1.00","75.00","0.00","0.00","1.19","0.00","1.00","60.66","60.66","77","53.00","49.00","38.79","72.35","1.00","242.63","0.00","0.00","0.00","1.09","40.04","51878","0.00","0.00","0.00","0.00","0.94","48293.00","0.90","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462EE5396D411EF937150EBF6EE7050","141691.74","156447.68","63.19"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2197.27","2197.27","0.87","0.00","0.00","0.00","95851.46","71678.77","77479.64","1.83","79.00","79.00","597.00","1828.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.89","0.94","0.99","1.07","182.30","1.00","2024-10-30 11:34:23","52.89","54.18","52.89","121.80","19.78","1.00","-60.00","0.00","0.00","1.20","0.00","1.00","49.60","49.60","78","45.00","42.00","56.09","59.53","1.00","198.41","0.00","0.00","0.00","1.09","44.50","51879","0.00","0.00","0.00","0.00","0.97","49081.00","0.91","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462F04B96D411EF937150EBF6EE7050","77479.64","83297.48","50.37"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","4462.48","4462.48","0.95","0.00","0.00","0.00","262407.33","217791.39","224247.99","1.83","80.00","80.00","766.00","1527.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.90","1.00","1.12","254.50","1.00","2024-10-30 11:34:23","75.38","77.23","75.38","165.34","19.86","1.00","-75.00","0.00","0.00","1.17","0.00","1.00","69.39","69.39","79","56.00","55.00","33.47","81.51","1.00","277.56","0.00","0.00","0.00","1.09","38.50","51880","0.00","0.00","0.00","0.00","0.95","54790.00","0.92","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462F24D96D411EF937150EBF6EE7050","224247.99","241211.68","74.18"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2287.36","2287.36","0.88","0.00","0.00","0.00","111665.56","78056.20","82293.73","1.83","81.00","81.00","227.00","499.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.85","0.88","0.98","1.14","189.89","1.00","2024-10-30 11:34:23","53.97","56.78","53.97","148.18","20.03","1.00","-70.00","30.00","0.00","1.25","0.00","1.00","52.19","52.19","80","47.00","44.00","46.90","65.02","1.00","208.77","0.00","0.00","0.00","1.10","43.50","51881","0.00","0.00","0.00","0.00","0.94","42487.00","0.84","2024-10-30 11:34:23","2024-10-30 11:34:23","0.05","7462F45896D411EF937150EBF6EE7050","82293.73","95846.36","52.20"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2290.27","2290.27","0.80","0.00","0.00","0.00","128345.82","72812.32","82450.85","1.83","82.00","82.00","586.00","1287.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.78","0.80","0.97","1.25","190.15","1.00","2024-10-30 11:34:23","54.00","56.83","54.00","170.90","20.28","1.00","-70.00","25.00","0.00","1.19","0.00","1.00","54.67","54.67","81","48.00","44.00","40.07","65.02","1.00","218.69","0.00","0.00","0.00","1.15","44.25","51882","0.00","0.00","0.00","0.00","0.89","36343.00","0.77","2024-10-30 11:34:23","2024-10-30 11:34:23","0.05","7462F8D096D411EF937150EBF6EE7050","82450.85","96104.24","48.54"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2072.70","2072.70","0.95","0.00","0.00","0.00","90639.82","69108.22","70985.53","1.83","83.00","83.00","278.00","1769.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.92","1.00","1.08","177.30","1.00","2024-10-30 11:34:23","51.37","52.76","51.37","195.09","20.36","1.00","0.00","-90.00","0.00","1.11","0.00","1.00","48.69","48.69","82","42.00","44.00","34.65","54.03","1.00","194.75","0.00","0.00","0.00","1.10","37.21","51883","0.00","0.00","0.00","0.00","0.96","28830.00","0.93","2024-10-30 11:34:23","2024-10-30 11:34:23","0.03","7462FAC996D411EF937150EBF6EE7050","70985.53","76898.75","50.37"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2471.18","2471.18","0.95","0.00","0.00","0.00","111665.56","89760.49","92410.42","1.83","84.00","84.00","300.00","1230.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.94","1.00","1.07","192.40","1.00","2024-10-30 11:34:23","56.09","57.49","56.09","170.55","20.69","1.00","5.00","70.00","0.00","1.14","0.00","1.00","52.19","52.19","83","45.00","46.00","37.49","59.53","1.00","208.77","0.00","0.00","0.00","1.09","40.31","51884","0.00","0.00","0.00","0.00","0.97","36332.00","0.88","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","7462FCD596D411EF937150EBF6EE7050","92410.42","99498.92","54.03"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3229.39","3229.39","0.87","0.00","0.00","0.00","174717.49","129294.72","138052.43","1.83","85.00","85.00","770.00","1165.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.83","0.88","0.98","1.14","222.71","1.00","2024-10-30 11:34:23","64.12","66.85","64.12","198.97","20.86","1.00","-40.00","5.00","0.00","1.25","0.00","1.00","60.59","60.59","84","49.00","49.00","32.57","76.01","1.00","242.37","0.00","0.00","0.00","1.09","37.83","51885","0.00","0.00","0.00","0.00","0.94","39930.00","0.83","2024-10-30 11:34:23","2024-10-30 11:34:23","0.04","7462FEDE96D411EF937150EBF6EE7050","138052.43","156447.68","61.36"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","2226.30","2226.30","0.96","0.00","0.00","0.00","95851.46","77090.68","79020.58","1.83","86.00","86.00","549.00","1460.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.95","1.00","1.06","182.53","1.00","2024-10-30 11:34:23","53.24","54.18","53.24","165.34","20.94","1.00","-80.00","0.00","0.00","1.13","0.00","1.00","49.60","49.60","85","44.00","43.00","39.72","55.86","1.00","198.41","0.00","0.00","0.00","1.09","39.30","51886","0.00","0.00","0.00","0.00","0.97","35155.00","0.95","2024-10-30 11:34:23","2024-10-30 11:34:23","0.02","746300DB96D411EF937150EBF6EE7050","79020.58","83297.48","52.20"
"2024-10-30 P2328 Group 1 Rev 2 R02 PP1","3847.81","3847.81","0.97","0.00","0.00","0.00","203808.40","176312.16","179549.65","1.83","87.00","87.00","288.00","1525.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.93","1.00","1.08","235.61","1.00","2024-10-30 11:34:23","69.99","70.97","69.99","175.24","21.36","1.00","-90.00","0.00","0.00","1.13","0.00","1.00","63.78","63.78","86","54.00","52.00","31.44","72.35","1.00","255.14","0.00","0.00","0.00","1.08","35.14","51887","0.00","0.00","0.00","0.00","0.96","45048.00","0.94","2024-10-30 11:34:23","2024-10-30 11:34:23","0.01","746302D696D411EF937150EBF6EE7050","179549.65","187199.92","68.69"
