"Name","Area (ABD) (�m�)","Area (Filled) (�m�)","Aspect Ratio","Average Blue","Average Green","Average Red","Biovolume (Cylinder) (�m�)","Biovolume (P. Spheroid) (�m�)","Biovolume (Sphere) (�m�)","Calibration Factor","Calibration Image","Capture ID","Capture X (px)","Capture Y (px)","Ch1 Area","Ch1 Peak","Ch1 Width","Ch2 Area","Ch2 Peak","Ch2 Width","Ch2/Ch1 Ratio","Circle Fit","Circularity","Circularity (Hu)","Compactness","Convex Perimeter (�m)","Convexity","Date","Diameter (ABD) (�m)","Diameter (ESD) (�m)","Diameter (FD) (�m)","Edge Gradient","Elapsed Time (s)","Elongation","Feret Angle Max (�)","Feret Angle Min (�)","Fiber Curl","Fiber Straightness","Filter Score","Geodesic Aspect Ratio","Geodesic Length (�m)","Geodesic Thickness (�m)","Group ID","Image Height (px)","Image Width (px)","Intensity","Length (�m)","Particles Per Chain","Perimeter (�m)","Ratio Blue/Green","Ratio Red/Blue","Ratio Red/Green","Roughness","Sigma Intensity","Source Image","Sphere Complement (�m�)","Sphere Count","Sphere Unknown (�m�)","Sphere Volume (�m�)","Sqrt Circularity","Sum Intensity","Symmetry","Time","Timestamp","Transparency","UUID","Volume (ABD) (�m�)","Volume (ESD) (�m�)","Width (�m)"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1354.70","1354.70","0.97","0.00","0.00","0.00","56205.52","36989.29","37508.58","1.83","2139.00","2139.00","863.00","33.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.89","1.00","1.13","146.78","1.00","2024-10-30 09:57:03","41.53","42.99","41.53","232.44","104.33","1.00","-85.00","20.00","0.00","1.08","0.00","1.00","41.52","41.52","2105","38.00","38.00","82.62","44.87","1.00","166.07","0.00","0.00","0.00","1.13","55.95","46645","0.00","0.00","0.00","0.00","0.94","47919.00","0.86","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB96137F96C611EF937150EBF6EE7050","37508.58","41605.73","41.21"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2433.18","2433.18","0.91","0.00","0.00","0.00","112677.11","85789.30","90286.79","1.83","2140.00","2140.00","451.00","1768.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.92","0.99","1.09","191.63","1.00","2024-10-30 09:57:03","55.66","57.08","55.66","126.30","104.33","1.00","-75.00","0.00","0.00","1.17","0.00","1.00","52.35","52.35","2106","46.00","44.00","50.40","61.36","1.00","209.40","0.00","0.00","0.00","1.09","43.30","46645","0.00","0.00","0.00","0.00","0.96","48183.00","0.87","2024-10-30 09:57:03","2024-10-30 09:57:03","0.02","DB96159196C611EF937150EBF6EE7050","90286.79","97400.59","54.03"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","900.48","900.48","0.96","0.00","0.00","0.00","29764.39","19834.80","20327.22","1.83","2141.00","2141.00","763.00","865.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.97","1.00","1.03","121.14","1.00","2024-10-30 09:57:03","33.86","34.80","33.86","149.29","104.42","1.00","-85.00","0.00","0.00","1.06","0.00","1.00","33.59","33.59","2107","33.00","33.00","85.23","35.72","1.00","134.36","0.00","0.00","0.00","1.11","29.81","46646","0.00","0.00","0.00","0.00","0.98","35371.00","0.95","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB9617A296C611EF937150EBF6EE7050","20327.22","22067.41","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1052.74","1052.74","0.99","0.00","0.00","0.00","36037.24","25506.19","25694.69","1.83","2142.00","2142.00","295.00","890.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.97","1.00","1.03","130.01","1.00","2024-10-30 09:57:03","36.61","37.55","36.61","251.19","104.42","1.00","-75.00","0.00","0.00","1.10","0.00","1.00","35.80","35.80","2108","35.00","34.00","69.00","39.38","1.00","143.20","0.00","0.00","0.00","1.10","50.56","46646","0.00","0.00","0.00","0.00","0.98","32499.00","0.94","2024-10-30 09:57:03","2024-10-30 09:57:03","0.02","DB9619AD96C611EF937150EBF6EE7050","25694.69","27717.38","35.72"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2685.27","2685.27","0.99","0.00","0.00","0.00","155911.84","104900.50","104675.93","1.83","2143.00","2143.00","673.00","989.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.87","0.81","1.00","1.24","206.14","0.99","2024-10-30 09:57:03","58.47","61.97","58.47","228.23","104.42","1.00","20.00","-90.00","0.00","1.15","0.00","1.00","58.34","58.34","2109","47.00","48.00","46.74","66.85","1.00","233.34","0.00","0.00","0.00","1.13","33.33","46646","0.00","0.00","0.00","0.00","0.90","48704.00","0.83","2024-10-30 09:57:03","2024-10-30 09:57:03","0.06","DB961BBD96C611EF937150EBF6EE7050","104675.93","124601.96","59.53"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2532.65","2532.65","0.72","0.00","0.00","0.00","147822.12","81878.99","95879.95","1.83","2144.00","2144.00","400.00","737.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.71","0.79","0.93","1.26","207.00","1.00","2024-10-30 09:57:03","56.79","62.17","56.79","207.96","104.50","1.00","65.00","0.00","0.00","1.33","0.00","1.00","57.31","57.31","2110","55.00","41.00","35.57","76.01","1.00","229.23","0.00","0.00","0.00","1.11","42.86","46647","0.00","0.00","0.00","0.00","0.89","35212.00","0.79","2024-10-30 09:57:03","2024-10-30 09:57:03","0.09","DB961DC396C611EF937150EBF6EE7050","95879.95","125833.61","48.54"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","795.89","795.89","0.94","0.00","0.00","0.00","28767.32","16294.87","16890.64","1.83","2145.00","2145.00","277.00","1541.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.90","1.00","1.11","117.62","1.00","2024-10-30 09:57:03","31.83","33.58","31.83","164.21","104.50","1.00","60.00","0.00","0.00","1.13","0.00","1.00","33.21","33.21","2111","34.00","31.00","60.76","37.55","1.00","132.84","0.00","0.00","0.00","1.13","33.19","46647","0.00","0.00","0.00","0.00","0.95","22846.00","0.84","2024-10-30 09:57:03","2024-10-30 09:57:03","0.05","DB961FD296C611EF937150EBF6EE7050","16890.64","19825.07","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1009.01","1009.01","0.97","0.00","0.00","0.00","35702.76","23747.60","24110.51","1.83","2146.00","2146.00","671.00","532.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.94","1.00","1.06","128.35","1.00","2024-10-30 09:57:03","35.84","36.89","35.84","246.94","104.58","1.00","20.00","0.00","0.00","1.10","0.00","1.00","35.69","35.69","2112","34.00","34.00","52.40","39.38","1.00","142.76","0.00","0.00","0.00","1.11","37.63","46648","0.00","0.00","0.00","0.00","0.97","23840.00","0.90","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB9621F196C611EF937150EBF6EE7050","24110.51","26278.29","35.72"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","4759.31","4759.31","0.98","0.00","0.00","0.00","294826.78","244788.16","246990.55","1.83","2147.00","2147.00","704.00","858.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.88","1.00","1.14","264.70","1.00","2024-10-30 09:57:03","77.84","80.49","77.84","206.57","104.58","1.00","-85.00","0.00","0.00","1.18","0.00","1.00","72.14","72.14","2113","60.00","56.00","60.71","85.17","1.00","288.55","0.00","0.00","0.00","1.09","42.74","46648","0.00","0.00","0.00","0.00","0.94","105329.00","0.91","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB9623F696C611EF937150EBF6EE7050","246990.55","273025.03","76.01"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1346.31","1346.31","0.95","0.00","0.00","0.00","48678.95","36071.16","37160.44","1.83","2148.00","2148.00","440.00","1477.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.97","1.00","1.03","145.39","1.00","2024-10-30 09:57:03","41.40","42.53","41.40","190.30","104.58","1.00","10.00","-90.00","0.00","1.13","0.00","1.00","39.57","39.57","2114","36.00","38.00","62.16","44.87","1.00","158.30","0.00","0.00","0.00","1.09","31.32","46648","0.00","0.00","0.00","0.00","0.99","35865.00","0.92","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB9625FA96C611EF937150EBF6EE7050","37160.44","40290.43","39.38"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1374.31","1374.31","0.97","0.00","0.00","0.00","56846.08","37715.57","38325.80","1.83","2149.00","2149.00","443.00","125.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.89","1.00","1.12","149.55","1.00","2024-10-30 09:57:03","41.83","43.91","41.83","203.32","104.67","1.00","25.00","-90.00","0.00","1.16","0.00","1.00","41.67","41.67","2115","37.00","39.00","63.21","48.54","1.00","166.70","0.00","0.00","0.00","1.11","34.76","46649","0.00","0.00","0.00","0.00","0.94","37106.00","0.90","2024-10-30 09:57:03","2024-10-30 09:57:03","0.05","DB96280496C611EF937150EBF6EE7050","38325.80","44321.60","41.21"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","737.50","737.50","0.99","0.00","0.00","0.00","22793.76","14997.94","15066.20","1.83","2150.00","2150.00","668.00","264.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.99","1.00","1.01","111.01","1.00","2024-10-30 09:57:03","30.64","31.44","30.64","246.48","104.67","1.00","-70.00","0.00","0.00","1.10","0.00","1.00","30.73","30.73","2116","31.00","31.00","59.36","33.88","1.00","122.92","0.00","0.00","0.00","1.11","57.91","46649","0.00","0.00","0.00","0.00","0.99","21015.00","0.95","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB962A1796C611EF937150EBF6EE7050","15066.20","16276.03","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","846.69","846.69","0.95","0.00","0.00","0.00","27117.10","17877.38","18533.07","1.83","2151.00","2151.00","830.00","864.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.98","1.00","1.02","117.96","1.00","2024-10-30 09:57:03","32.83","33.83","32.83","152.56","104.67","1.00","30.00","0.00","0.00","1.10","0.00","1.00","32.56","32.56","2117","32.00","32.00","69.41","35.72","1.00","130.25","0.00","0.00","0.00","1.10","33.75","46649","0.00","0.00","0.00","0.00","0.99","27416.00","0.92","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB962C2696C611EF937150EBF6EE7050","18533.07","20279.07","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1371.51","1371.51","0.97","0.00","0.00","0.00","57301.95","37715.88","38208.63","1.83","2152.00","2152.00","805.00","235.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.88","1.00","1.13","149.17","1.00","2024-10-30 09:57:03","41.79","43.45","41.79","182.26","104.75","1.00","-90.00","0.00","0.00","1.12","0.00","1.00","41.79","41.79","2118","40.00","37.00","63.09","46.71","1.00","167.14","0.00","0.00","0.00","1.12","32.49","46650","0.00","0.00","0.00","0.00","0.94","36972.00","0.88","2024-10-30 09:57:03","2024-10-30 09:57:03","0.04","DB962E2B96C611EF937150EBF6EE7050","38208.63","42949.35","41.21"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","962.74","962.74","0.96","0.00","0.00","0.00","34903.80","22069.11","22471.33","1.83","2153.00","2153.00","807.00","663.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.92","1.00","1.09","127.23","1.00","2024-10-30 09:57:03","35.01","36.63","35.01","251.24","104.75","1.00","-75.00","-90.00","0.00","1.11","0.00","1.00","35.42","35.42","2119","33.00","34.00","66.88","39.38","1.00","141.68","0.00","0.00","0.00","1.11","50.82","46650","0.00","0.00","0.00","0.00","0.96","29294.00","0.83","2024-10-30 09:57:03","2024-10-30 09:57:03","0.04","DB96303796C611EF937150EBF6EE7050","22471.33","25738.34","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1407.97","1407.97","0.98","0.00","0.00","0.00","55755.49","39397.64","39742.59","1.83","2154.00","2154.00","595.00","721.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.92","1.00","1.09","149.20","1.00","2024-10-30 09:57:03","42.34","43.55","42.34","248.40","104.75","1.00","-85.00","0.00","0.00","1.08","0.00","1.00","41.41","41.41","2120","38.00","38.00","44.84","44.87","1.00","165.63","0.00","0.00","0.00","1.11","39.38","46650","0.00","0.00","0.00","0.00","0.96","26857.00","0.91","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB96324496C611EF937150EBF6EE7050","39742.59","43251.81","43.04"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1041.79","1041.79","0.99","0.00","0.00","0.00","35702.76","25091.03","25294.92","1.83","2155.00","2155.00","487.00","1043.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.97","1.00","1.04","129.54","1.00","2024-10-30 09:57:03","36.42","37.40","36.42","244.49","104.75","1.00","-55.00","0.00","0.00","1.10","0.00","1.00","35.69","35.69","2121","34.00","34.00","57.26","39.38","1.00","142.76","0.00","0.00","0.00","1.10","32.61","46650","0.00","0.00","0.00","0.00","0.98","26739.00","0.93","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB96344A96C611EF937150EBF6EE7050","25294.92","27380.73","35.72"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","881.62","881.62","0.77","0.00","0.00","0.00","35702.76","17175.98","19691.75","1.83","2156.00","2156.00","569.00","1288.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.79","0.84","0.95","1.18","126.08","1.00","2024-10-30 09:57:03","33.50","36.33","33.50","133.60","104.75","1.00","65.00","0.00","0.00","1.15","0.00","1.00","35.69","35.69","2122","36.00","31.00","69.21","41.21","1.00","142.76","0.00","0.00","0.00","1.13","34.94","46650","0.00","0.00","0.00","0.00","0.92","28238.00","0.80","2024-10-30 09:57:03","2024-10-30 09:57:03","0.08","DB96365996C611EF937150EBF6EE7050","19691.75","25100.23","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2130.58","2130.58","0.92","0.00","0.00","0.00","96497.00","70483.02","73979.25","1.83","2157.00","2157.00","523.00","1553.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.91","1.00","1.10","180.28","1.00","2024-10-30 09:57:03","52.08","53.57","52.08","150.55","104.75","1.00","70.00","0.00","0.00","1.16","0.00","1.00","49.71","49.71","2123","45.00","42.00","56.36","57.70","1.00","198.85","0.00","0.00","0.00","1.10","31.55","46650","0.00","0.00","0.00","0.00","0.95","48020.00","0.90","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB96387796C611EF937150EBF6EE7050","73979.25","80513.39","50.37"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1433.27","1433.27","0.99","0.00","0.00","0.00","53616.32","40584.69","40818.23","1.83","2158.00","2158.00","280.00","265.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.96","1.00","1.04","149.07","1.00","2024-10-30 09:57:03","42.72","43.70","42.72","231.55","104.83","1.00","-80.00","0.00","0.00","1.10","0.00","1.00","40.87","40.87","2124","38.00","38.00","36.09","44.87","1.00","163.48","0.00","0.00","0.00","1.10","40.29","46651","0.00","0.00","0.00","0.00","0.98","21942.00","0.94","2024-10-30 09:57:03","2024-10-30 09:57:03","0.02","DB963A8596C611EF937150EBF6EE7050","40818.23","43708.16","43.04"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","868.17","868.17","0.88","0.00","0.00","0.00","33341.81","18498.84","19242.78","1.83","2159.00","2159.00","453.00","589.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.82","0.87","0.97","1.15","124.28","1.00","2024-10-30 09:57:03","33.25","35.51","33.25","197.60","104.92","1.00","-70.00","0.00","0.00","1.18","0.00","1.00","34.88","34.88","2125","35.00","32.00","72.94","41.21","1.00","139.54","0.00","0.00","0.00","1.12","29.54","46652","0.00","0.00","0.00","0.00","0.93","29394.00","0.76","2024-10-30 09:57:03","2024-10-30 09:57:03","0.06","DB963C8996C611EF937150EBF6EE7050","19242.78","23450.35","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2203.07","2203.07","0.92","0.00","0.00","0.00","112677.11","74244.51","77786.91","1.83","2160.00","2160.00","849.00","1362.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.87","0.84","0.99","1.19","185.59","1.00","2024-10-30 09:57:03","52.96","55.36","52.96","159.46","104.92","1.00","-85.00","0.00","0.00","1.17","0.00","1.00","52.35","52.35","2126","47.00","43.00","41.67","61.36","1.00","209.40","0.00","0.00","0.00","1.13","41.75","46652","0.00","0.00","0.00","0.00","0.92","36545.00","0.83","2024-10-30 09:57:03","2024-10-30 09:57:03","0.04","DB963E8D96C611EF937150EBF6EE7050","77786.91","88811.60","52.20"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3018.73","3018.73","0.99","0.00","0.00","0.00","184804.29","125806.90","124767.33","1.83","2161.00","2161.00","539.00","208.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.84","0.78","0.99","1.27","219.71","0.99","2024-10-30 09:57:03","62.00","66.14","62.00","185.94","105.00","1.05","55.00","0.00","0.00","1.13","0.00","0.95","63.81","60.73","2127","50.00","48.00","97.16","72.35","1.00","249.07","0.00","0.00","0.00","1.13","68.04","46653","0.00","0.00","0.00","0.00","0.89","112218.00","0.83","2024-10-30 09:57:03","2024-10-30 09:57:03","0.06","DB9640A096C611EF937150EBF6EE7050","124767.33","151500.16","61.36"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","790.57","790.57","0.53","0.00","0.00","0.00","21105.00","12696.95","16721.32","1.83","2162.00","2162.00","782.00","617.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.51","0.62","0.75","1.62","134.76","0.96","2024-10-30 09:57:03","31.73","38.97","31.73","134.65","105.08","2.74","-35.00","55.00","0.16","0.86","0.00","0.37","58.58","21.42","2128","34.00","39.00","87.76","50.37","1.00","160.00","0.00","0.00","0.00","1.19","37.90","46654","0.00","0.00","0.00","0.00","0.78","32823.00","0.45","2024-10-30 09:57:03","2024-10-30 09:57:03","0.19","DB9642A396C611EF937150EBF6EE7050","16721.32","30993.41","24.73"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","930.21","930.21","0.94","0.00","0.00","0.00","34903.80","20732.95","21342.00","1.83","2163.00","2163.00","698.00","894.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.89","0.99","1.12","125.93","1.00","2024-10-30 09:57:03","34.41","36.38","34.41","131.81","105.17","1.00","20.00","-90.00","0.00","1.16","0.00","1.00","35.42","35.42","2129","33.00","35.00","90.57","41.21","1.00","141.68","0.00","0.00","0.00","1.13","26.28","46655","0.00","0.00","0.00","0.00","0.95","38583.00","0.86","2024-10-30 09:57:03","2024-10-30 09:57:03","0.05","DB9644D296C611EF937150EBF6EE7050","21342.00","25205.84","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1218.14","1218.14","0.89","0.00","0.00","0.00","44174.97","30625.73","31982.40","1.83","2164.00","2164.00","299.00","1450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.82","0.72","0.98","1.38","150.04","0.97","2024-10-30 09:57:03","39.38","43.96","39.38","159.01","105.17","1.79","-80.00","20.00","0.08","0.93","0.00","0.56","56.42","31.57","2130","42.00","38.00","64.15","52.20","1.00","175.99","0.00","0.00","0.00","1.17","38.03","46655","0.00","0.00","0.00","0.00","0.85","34064.00","0.83","2024-10-30 09:57:03","2024-10-30 09:57:03","0.10","DB9646D896C611EF937150EBF6EE7050","31982.40","44475.85","39.38"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","737.50","737.50","0.98","0.00","0.00","0.00","26840.47","15080.76","15066.20","1.83","2165.00","2165.00","251.00","396.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.89","0.99","1.13","115.23","1.00","2024-10-30 09:57:03","30.64","32.82","30.64","235.89","105.33","1.00","-55.00","0.00","0.00","1.10","0.00","1.00","32.45","32.45","2131","31.00","31.00","59.65","35.72","1.00","129.81","0.00","0.00","0.00","1.13","55.14","46656","0.00","0.00","0.00","0.00","0.94","21115.00","0.77","2024-10-30 09:57:03","2024-10-30 09:57:03","0.07","DB9648EF96C611EF937150EBF6EE7050","15066.20","18503.85","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1659.58","1659.58","0.98","0.00","0.00","0.00","66887.51","50259.57","50858.27","1.83","2166.00","2166.00","329.00","885.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.94","1.00","1.07","159.86","1.00","2024-10-30 09:57:03","45.97","47.16","45.97","178.28","105.41","1.00","10.00","0.00","0.00","1.10","0.00","1.00","44.00","44.00","2132","40.00","40.00","70.89","48.54","1.00","175.99","0.00","0.00","0.00","1.10","40.37","46657","0.00","0.00","0.00","0.00","0.97","48770.00","0.91","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB964B0096C611EF937150EBF6EE7050","50858.27","54931.60","46.71"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1716.55","1716.55","0.97","0.00","0.00","0.00","84431.33","53318.83","53499.26","1.83","2167.00","2167.00","617.00","191.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.89","0.83","0.99","1.21","166.49","1.00","2024-10-30 09:57:03","46.75","49.05","46.75","124.82","105.67","1.00","50.00","0.00","0.00","1.10","0.00","1.00","47.55","47.55","2133","41.00","40.00","73.61","52.20","1.00","190.19","0.00","0.00","0.00","1.14","36.80","46658","0.00","0.00","0.00","0.00","0.91","52113.00","0.81","2024-10-30 09:57:03","2024-10-30 09:57:03","0.05","DB964D0296C611EF937150EBF6EE7050","53499.26","61775.20","46.71"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","900.48","900.48","0.95","0.00","0.00","0.00","35233.28","20028.04","20327.22","1.83","2168.00","2168.00","710.00","1753.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.87","0.99","1.15","125.51","1.00","2024-10-30 09:57:03","33.86","36.12","33.86","121.85","105.67","1.00","-60.00","25.00","0.00","1.11","0.00","1.00","35.53","35.53","2134","34.00","34.00","109.59","39.38","1.00","142.13","0.00","0.00","0.00","1.13","62.71","46658","0.00","0.00","0.00","0.00","0.93","45481.00","0.80","2024-10-30 09:57:03","2024-10-30 09:57:03","0.06","DB964F0396C611EF937150EBF6EE7050","20327.22","24680.73","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","857.42","857.42","0.98","0.00","0.00","0.00","29470.01","18663.39","18886.59","1.83","2169.00","2169.00","215.00","115.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.94","1.00","1.07","119.53","1.00","2024-10-30 09:57:03","33.04","34.50","33.04","254.16","105.75","1.00","20.00","-90.00","0.00","1.07","0.00","1.00","33.48","33.48","2135","32.00","33.00","42.54","35.72","1.00","133.91","0.00","0.00","0.00","1.12","35.42","46659","0.00","0.00","0.00","0.00","0.97","16974.00","0.86","2024-10-30 09:57:03","2024-10-30 09:57:03","0.04","DB96512196C611EF937150EBF6EE7050","18886.59","21491.77","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","932.92","932.92","0.95","0.00","0.00","0.00","33024.24","20980.74","21435.22","1.83","2170.00","2170.00","638.00","679.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.93","0.99","1.07","125.42","1.00","2024-10-30 09:57:03","34.46","36.12","34.46","169.86","105.75","1.00","-75.00","0.00","0.00","1.13","0.00","1.00","34.77","34.77","2136","34.00","33.00","72.71","39.38","1.00","139.09","0.00","0.00","0.00","1.11","32.93","46659","0.00","0.00","0.00","0.00","0.96","31049.00","0.88","2024-10-30 09:57:03","2024-10-30 09:57:03","0.05","DB96532E96C611EF937150EBF6EE7050","21435.22","24680.73","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2043.81","2043.81","0.94","0.00","0.00","0.00","110245.38","67936.11","69506.31","1.83","2171.00","2171.00","629.00","1411.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.87","0.80","0.99","1.25","184.00","0.99","2024-10-30 09:57:03","51.01","54.64","51.01","153.93","105.75","1.00","-35.00","45.00","0.00","1.18","0.00","1.00","51.97","51.97","2137","43.00","45.00","42.04","61.36","1.00","207.88","0.00","0.00","0.00","1.13","40.99","46659","0.00","0.00","0.00","0.00","0.90","34560.00","0.83","2024-10-30 09:57:03","2024-10-30 09:57:03","0.07","DB96553396C611EF937150EBF6EE7050","69506.31","85427.14","50.37"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1750.80","1750.80","0.91","0.00","0.00","0.00","56424.34","55464.28","55108.36","1.83","2172.00","2172.00","384.00","60.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.72","0.62","0.96","1.62","183.95","0.93","2024-10-30 09:57:03","47.21","54.95","47.21","210.87","105.83","2.73","-20.00","-90.00","0.25","0.80","0.00","0.37","81.21","29.74","2138","40.00","49.00","38.02","65.02","1.00","221.91","0.00","0.00","0.00","1.21","43.84","46660","0.00","0.00","0.00","0.00","0.79","27374.00","0.70","2024-10-30 09:57:03","2024-10-30 09:57:03","0.14","DB96573196C611EF937150EBF6EE7050","55108.36","86866.89","46.71"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1628.31","1628.31","0.97","0.00","0.00","0.00","70101.01","48652.76","49427.69","1.83","2173.00","2173.00","618.00","1142.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.89","1.00","1.12","159.99","1.00","2024-10-30 09:57:03","45.53","47.27","45.53","217.09","105.83","1.00","-75.00","0.00","0.00","1.13","0.00","1.00","44.69","44.69","2139","39.00","39.00","105.94","50.37","1.00","178.76","0.00","0.00","0.00","1.12","68.68","46660","0.00","0.00","0.00","0.00","0.95","71719.00","0.87","2024-10-30 09:57:03","2024-10-30 09:57:03","0.04","DB96594096C611EF937150EBF6EE7050","49427.69","55287.91","44.87"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1000.83","1000.83","0.93","0.00","0.00","0.00","35233.28","22760.06","23817.93","1.83","2174.00","2174.00","624.00","193.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.94","1.00","1.06","128.35","1.00","2024-10-30 09:57:03","35.70","36.84","35.70","112.95","105.91","1.00","50.00","0.00","0.00","1.11","0.00","1.00","35.53","35.53","2140","35.00","34.00","81.14","39.38","1.00","142.13","0.00","0.00","0.00","1.11","32.99","46661","0.00","0.00","0.00","0.00","0.97","36677.00","0.91","2024-10-30 09:57:03","2024-10-30 09:57:03","0.03","DB965B4996C611EF937150EBF6EE7050","23817.93","26169.70","35.72"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","787.90","787.90","0.95","0.00","0.00","0.00","29057.01","16204.91","16636.92","1.83","2175.00","2175.00","658.00","1429.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.89","0.99","1.13","117.37","1.00","2024-10-30 09:57:03","31.67","33.68","31.67","139.18","105.91","1.00","-75.00","0.00","0.00","1.13","0.00","1.00","33.32","33.32","2141","34.00","32.00","70.49","37.55","1.00","133.28","0.00","0.00","0.00","1.14","31.22","46661","0.00","0.00","0.00","0.00","0.94","26293.00","0.90","2024-10-30 09:57:03","2024-10-30 09:57:03","0.06","DB965D6796C611EF937150EBF6EE7050","16636.92","20005.85","32.05"
